"Household Income in Chicago Community Areas
Note: All data are adjusted to year 2014 dollars.",,,,,,,
,1970,1980,1990,2000,2008-2012,2009-2013, 2010-2014 
Total,"  3,377 ","  3,393 ","  3,133 ","  2,876 ","  2,322 ","  2,293 ","  2,316 "
"Less than $10,000",,,"  1,993 ","  1,175 ",  743 ,  720 ,  733 
"$10,000 to $14,999",,,  208 ,  372 ,  497 ,  532 ,  484 
"$15,000 to $19,999",,,  199 ,  248 ,  141 ,  186 ,  173 
"$20,000 to $24,999",,,  158 ,  204 ,  189 ,  205 ,  155 
"$25,000 to $29,999",,,  102 ,  169 ,  87 ,  130 ,  214 
"$30,000 to $34,999",,,  80 ,  129 ,  116 ,  87 ,  109 
"$35,000 to $39,999",,,  110 ,  81 ,  143 ,  82 ,  79 
"$40,000 to $44,999",,,  61 ,  120 ,  55 ,  43 ,  63 
"$45,000 to $49,999",,,  93 ,  86 ,  60 ,  35 ,  28 
"$50,000 to $59,999",,,  85 ,  127 ,  121 ,  105 ,  102 
"$60,000 to $74,999",,,  33 ,  80 ,  63 ,  70 ,  69 
"$75,000 to $99,999",,,  11 ,  40 ,  107 ,  98 ,  92 
"$100,000 to $124,999",,,  -   ,  22 ,  -   , - ,  15 
"$125,000 to $149,999",,,  -   ,  13 ,  -   , - ,  -   
"$150,000 to $199,999",,,  -   ,  5 ,  -   , - ,  -   
"$200,000 or more",,,,  5 ,  -   , - ,  -   
Median household income,"$32,301","$27,940","$11,804","$18,730","$14,341","$14,508","$14,579"
,,,,,,,
55. Hegewisch,,,,,,,
Total,"  3,314 ","  4,157 ","  3,860 ","  3,809 ","  3,694 ","  3,601 ","  3,549 "
"Less than $10,000",,,  547 ,  257 ,  346 ,  374 ,  355 
"$10,000 to $14,999",,,  420 ,  247 ,  236 ,  244 ,  201 
"$15,000 to $19,999",,,  335 ,  302 ,  157 ,  162 ,  231 
"$20,000 to $24,999",,,  272 ,  247 ,  246 ,  169 ,  158 
"$25,000 to $29,999",,,  270 ,  202 ,  252 ,  293 ,  243 
"$30,000 to $34,999",,,  312 ,  271 ,  257 ,  152 ,  142 
"$35,000 to $39,999",,,  306 ,  230 ,  197 ,  195 ,  183 
"$40,000 to $44,999",,,  348 ,  197 ,  151 ,  145 ,  175 
"$45,000 to $49,999",,,  195 ,  209 ,  169 ,  107 ,  88 
"$50,000 to $59,999",,,  241 ,  376 ,  194 ,  251 ,  253 
"$60,000 to $74,999",,,  294 ,  488 ,  325 ,  360 ,  358 
"$75,000 to $99,999",,,  246 ,  416 ,  518 ,  505 ,  478 
"$100,000 to $124,999",,,  52 ,  237 ,  260 ,  276 ,  296 
"$125,000 to $149,999",,,  22 ,  52 ,  89 ,  111 ,  96 
"$150,000 to $199,999",,,  -   ,  60 ,  212 ,  214 ,  260 
"$200,000 or more",,,,  18 ,  85 ,  43 ,  32 
Median household income,"$61,313","$66,499","$57,726","$62,062","$46,539","$48,795","$49,907"
,,,,,,,
56. Garfield Ridge,,,,,,,
Total,"  12,212 ","  12,624 ","  12,367 ","  12,915 ","  11,952 ","  11,874 ","  11,942 "
"Less than $10,000",,,"  1,734 ","  1,155 ",  502 ,  496 ,  491 
"$10,000 to $14,999",,,"  1,065 ",  834 ,  577 ,  555 ,  545 
"$15,000 to $19,999",,,  892 ,  923 ,  692 ,  614 ,  597 
"$20,000 to $24,999",,,  978 ,  742 ,  443 ,  449 ,  552 
"$25,000 to $29,999",,,  922 ,  758 ,  581 ,  683 ,  749 
"$30,000 to $34,999",,,  974 ,  568 ,  693 ,  640 ,  635 
"$35,000 to $39,999",,,"  1,026 ",  736 ,  334 ,  347 ,  424 
"$40,000 to $44,999",,,  885 ,  683 ,  534 ,  460 ,  484 
"$45,000 to $49,999",,,  783 ,  612 ,  521 ,  375 ,  297 
"$50,000 to $59,999",,,  998 ,"  1,263 ","  1,046 ","  1,038 ","  1,025 "
"$60,000 to $74,999",,,"  1,262 ","  1,304 ","  1,274 ","  1,438 ","  1,267 "
"$75,000 to $99,999",,,  570 ,"  1,680 ","  1,863 ","  1,874 ","  1,565 "
"$100,000 to $124,999",,,  182 ,  994 ,"  1,106 ","  1,093 ","  1,227 "
"$125,000 to $149,999",,,  58 ,  408 ,  745 ,  752 ,  865 
"$150,000 to $199,999",,,  38 ,  173 ,  810 ,  779 ,  849 
"$200,000 or more",,,,  82 ,  231 ,  281 ,  370 
Median household income,"$68,543","$67,552","$60,592","$64,580","$62,383","$63,413","$61,669"
,,,,,,,
57. Archer Heights,,,,,,,
Total,"  3,759 ","  3,689 ","  3,596 ","  4,022 ","  3,740 ","  3,807 ","  3,924 "
"Less than $10,000",,,  399 ,  270 ,  198 ,  171 ,  210 
"$10,000 to $14,999",,,  302 ,  266 ,  125 ,  133 ,  140 
"$15,000 to $19,999",,,  374 ,  261 ,  154 ,  174 ,  201 
"$20,000 to $24,999",,,  261 ,  323 ,  279 ,  348 ,  321 
"$25,000 to $29,999",,,  317 ,  304 ,  390 ,  263 ,  281 
"$30,000 to $34,999",,,  400 ,  319 ,  211 ,  268 ,  316 
"$35,000 to $39,999",,,  218 ,  298 ,  368 ,  352 ,  390 
"$40,000 to $44,999",,,  285 ,  223 ,  275 ,  260 ,  234 
"$45,000 to $49,999",,,  211 ,  200 ,  146 ,  138 ,  167 
"$50,000 to $59,999",,,  326 ,  411 ,  299 ,  367 ,  372 
"$60,000 to $74,999",,,  249 ,  427 ,  516 ,  418 ,  397 
"$75,000 to $99,999",,,  191 ,  358 ,  358 ,  363 ,  348 
"$100,000 to $124,999",,,  36 ,  220 ,  133 ,  218 ,  247 
"$125,000 to $149,999",,,  17 ,  61 ,  146 ,  168 ,  173 
"$150,000 to $199,999",,,  10 ,  48 ,  115 ,  140 ,  111 
"$200,000 or more",,,,  33 ,  27 ,  26 ,  16 
Median household income,"$62,850","$59,920","$58,462","$56,045","$43,793","$44,332","$42,055"
,,,,,,,
58. Brighton Park,,,,,,,
Total,"  12,451 ","  12,214 ","  11,592 ","  12,461 ","  11,572 ","  11,720 ","  11,984 "
"Less than $10,000",,,"  1,786 ","  1,134 ",  837 ,  872 ,  919 
"$10,000 to $14,999",,,"  1,090 ","  1,023 ",  754 ,  730 ,  814 
"$15,000 to $19,999",,,"  1,363 ",  982 ,  806 ,  844 ,  875 
"$20,000 to $24,999",,,"  1,368 ","  1,093 ","  1,050 ","  1,010 ",  970 
"$25,000 to $29,999",,,"  1,053 ",  795 ,"  1,093 ","  1,237 ","  1,383 "
"$30,000 to $34,999",,,"  1,032 ",  963 ,  804 ,  886 ,  901 
"$35,000 to $39,999",,,  884 ,  872 ,  852 ,  926 ,  862 
"$40,000 to $44,999",,,  693 ,  760 ,  766 ,  877 ,  922 
"$45,000 to $49,999",,,  514 ,  811 ,  569 ,  683 ,  673 
"$50,000 to $59,999",,,  774 ,"  1,249 ",  996 ,  889 ,  889 
"$60,000 to $74,999",,,  579 ,"  1,186 ","  1,291 ","  1,033 ","  1,049 "
"$75,000 to $99,999",,,  364 ,  890 ,  880 ,  850 ,  888 
"$100,000 to $124,999",,,  44 ,  440 ,  413 ,  472 ,  444 
"$125,000 to $149,999",,,  35 ,  137 ,  271 ,  203 ,  217 
"$150,000 to $199,999",,,  13 ,  70 ,  133 ,  92 ,  89 
"$200,000 or more",,,,  56 ,  57 ,  116 ,  89 
Median household income,"$52,141","$48,141","$47,573","$51,516","$38,584","$36,960","$35,667"
,,,,,,,
59. McKinley Park,,,,,,,
Total,"  5,116 ","  4,810 ","  4,626 ","  5,094 ","  5,185 ","  5,142 ","  5,135 "
"Less than $10,000",,,  701 ,  461 ,  439 ,  484 ,  521 
"$10,000 to $14,999",,,  397 ,  373 ,  264 ,  326 ,  267 
"$15,000 to $19,999",,,  503 ,  315 ,  414 ,  347 ,  396 
"$20,000 to $24,999",,,  526 ,  425 ,  429 ,  384 ,  309 
"$25,000 to $29,999",,,  446 ,  507 ,  287 ,  279 ,  298 
"$30,000 to $34,999",,,  449 ,  391 ,  331 ,  401 ,  361 
"$35,000 to $39,999",,,  394 ,  334 ,  333 ,  271 ,  334 
"$40,000 to $44,999",,,  275 ,  351 ,  316 ,  244 ,  164 
"$45,000 to $49,999",,,  212 ,  292 ,  220 ,  264 ,  334 
"$50,000 to $59,999",,,  304 ,  471 ,  500 ,  533 ,  453 
"$60,000 to $74,999",,,  237 ,  485 ,  558 ,  559 ,  588 
"$75,000 to $99,999",,,  145 ,  384 ,  586 ,  486 ,  543 
"$100,000 to $124,999",,,  30 ,  156 ,  221 ,  220 ,  210 
"$125,000 to $149,999",,,  7 ,  81 ,  161 ,  162 ,  178 
"$150,000 to $199,999",,,  -   ,  28 ,  106 ,  160 ,  137 
"$200,000 or more",,,,  40 ,  20 ,  22 ,  42 
Median household income,"$53,010","$49,051","$49,081","$51,182","$42,674","$42,183","$42,371"
,,,,,,,
60. Bridgeport,,,,,,,
Total,"  11,543 ","  11,377 ","  10,791 ","  12,282 ","  12,140 ","  12,056 ","  12,149 "
"Less than $10,000",,,"  2,122 ","  1,611 ","  1,019 ","  1,117 ","  1,161 "
"$10,000 to $14,999",,,"  1,026 ",  922 ,  876 ,  838 ,  878 
"$15,000 to $19,999",,,"  1,231 ",  874 ,  906 ,  917 ,  794 
"$20,000 to $24,999",,,"  1,003 ",  853 ,  878 ,  831 ,  790 
"$25,000 to $29,999",,,"  1,011 ",  827 ,  679 ,  630 ,  746 
"$30,000 to $34,999",,,  930 ,  968 ,  677 ,  785 ,  877 
"$35,000 to $39,999",,,  721 ,  717 ,  632 ,  661 ,  641 
"$40,000 to $44,999",,,  569 ,  519 ,  456 ,  482 ,  514 
"$45,000 to $49,999",,,  541 ,  605 ,  574 ,  585 ,  549 
"$50,000 to $59,999",,,  650 ,"  1,036 ",  950 ,  973 ,  897 
"$60,000 to $74,999",,,  563 ,"  1,101 ","  1,274 ","  1,083 ","  1,133 "
"$75,000 to $99,999",,,  261 ,"  1,208 ","  1,433 ","  1,407 ","  1,435 "
"$100,000 to $124,999",,,  91 ,  530 ,  692 ,  672 ,  636 
"$125,000 to $149,999",,,  51 ,  249 ,  341 ,  410 ,  421 
"$150,000 to $199,999",,,  21 ,  127 ,  422 ,  383 ,  386 
"$200,000 or more",,,,  135 ,  331 ,  282 ,  291 
Median household income,"$48,492","$44,526","$46,208","$50,507","$45,749","$43,154","$41,707"
,,,,,,,
61. New City,,,,,,,
Total,"  19,286 ","  17,100 ","  14,272 ","  13,977 ","  11,621 ","  11,394 ","  11,533 "
"Less than $10,000",,,"  4,132 ","  3,093 ","  1,381 ","  1,315 ","  1,422 "
"$10,000 to $14,999",,,"  1,491 ","  1,246 ",  897 ,  814 ,  836 
"$15,000 to $19,999",,,"  1,618 ","  1,322 ",  898 ,"  1,085 ","  1,183 "
"$20,000 to $24,999",,,"  1,366 ","  1,177 ","  1,016 ","  1,019 ","  1,148 "
"$25,000 to $29,999",,,"  1,080 ","  1,007 ",  982 ,"  1,009 ","  1,040 "
"$30,000 to $34,999",,,"  1,003 ",  813 ,"  1,019 ",  958 ,  843 
"$35,000 to $39,999",,,  820 ,  779 ,  714 ,  738 ,  775 
"$40,000 to $44,999",,,  699 ,  679 ,  506 ,  526 ,  604 
"$45,000 to $49,999",,,  615 ,  592 ,  587 ,  517 ,  357 
"$50,000 to $59,999",,,  632 ,  908 ,  835 ,  832 ,  842 
"$60,000 to $74,999",,,  525 ,"  1,021 ",  990 ,  904 ,  827 
"$75,000 to $99,999",,,  229 ,  687 ,  992 ,  850 ,  879 
"$100,000 to $124,999",,,  36 ,  370 ,  402 ,  411 ,  371 
"$125,000 to $149,999",,,  17 ,  92 ,  147 ,  156 ,  130 
"$150,000 to $199,999",,,  9 ,  55 ,  192 ,  199 ,  232 
"$200,000 or more",,,,  136 ,  63 ,  61 ,  44 
Median household income,"$47,950","$38,991","$36,224","$36,453","$33,953","$32,700","$30,716"
,,,,,,,
62. West Elsdon,,,,,,,
Total,"  4,560 ","  4,833 ","  4,889 ","  5,095 ","  5,027 ","  5,076 ","  5,081 "
"Less than $10,000",,,  536 ,  344 ,  285 ,  255 ,  283 
"$10,000 to $14,999",,,  395 ,  348 ,  163 ,  204 ,  224 
"$15,000 to $19,999",,,  464 ,  250 ,  285 ,  265 ,  222 
"$20,000 to $24,999",,,  470 ,  399 ,  295 ,  357 ,  378 
"$25,000 to $29,999",,,  476 ,  228 ,  296 ,  223 ,  187 
"$30,000 to $34,999",,,  477 ,  301 ,  477 ,  472 ,  430 
"$35,000 to $39,999",,,  381 ,  341 ,  300 ,  366 ,  481 
"$40,000 to $44,999",,,  442 ,  322 ,  324 ,  324 ,  343 
"$45,000 to $49,999",,,  218 ,  214 ,  284 ,  344 ,  335 
"$50,000 to $59,999",,,  388 ,  599 ,  484 ,  390 ,  380 
"$60,000 to $74,999",,,  347 ,  712 ,  472 ,  488 ,  516 
"$75,000 to $99,999",,,  215 ,  653 ,  780 ,  706 ,  602 
"$100,000 to $124,999",,,  60 ,  234 ,  413 ,  473 ,  463 
"$125,000 to $149,999",,,  -   ,  102 ,  93 ,  158 ,  167 
"$150,000 to $199,999",,,  20 ,  39 ,  47 ,  23 ,  45 
"$200,000 or more",,,,  9 ,  29 ,  28 ,  25 
Median household income,"$65,517","$61,913","$57,016","$64,401","$47,888","$46,700","$44,876"
,,,,,,,
63. Gage Park,,,,,,,
Total,"  9,418 ","  9,340 ","  8,893 ","  9,709 ","  9,405 ","  9,393 ","  9,451 "
"Less than $10,000",,,"  1,311 ","  1,117 ",  689 ,  713 ,  717 
"$10,000 to $14,999",,,  722 ,  684 ,  519 ,  503 ,  494 
"$15,000 to $19,999",,,  803 ,  691 ,  665 ,  766 ,  848 
"$20,000 to $24,999",,,  928 ,  727 ,  804 ,  595 ,  713 
"$25,000 to $29,999",,,  720 ,  733 ,  886 ,  962 ,  802 
"$30,000 to $34,999",,,  849 ,  676 ,  766 ,  852 ,  758 
"$35,000 to $39,999",,,  660 ,  702 ,  573 ,  658 ,  669 
"$40,000 to $44,999",,,  640 ,  548 ,  487 ,  469 ,  532 
"$45,000 to $49,999",,,  555 ,  648 ,  518 ,  647 ,  594 
"$50,000 to $59,999",,,  847 ,  946 ,  842 ,  724 ,  775 
"$60,000 to $74,999",,,  444 ,  829 ,"  1,063 ",  974 ,  961 
"$75,000 to $99,999",,,  282 ,  879 ,  827 ,  888 ,  929 
"$100,000 to $124,999",,,  66 ,  298 ,  461 ,  383 ,  359 
"$125,000 to $149,999",,,  33 ,  102 ,  159 ,  137 ,  191 
"$150,000 to $199,999",,,  33 ,  77 ,  114 ,  87 ,  89 
"$200,000 or more",,,,  52 ,  32 ,  35 ,  20 
Median household income,"$57,338","$55,155","$54,899","$51,826","$39,299","$37,759","$37,773"
,,,,,,,
64. Clearing,,,,,,,
Total,"  7,254 ","  8,067 ","  8,208 ","  8,658 ","  8,389 ","  8,362 ","  8,440 "
"Less than $10,000",,,  735 ,  576 ,  361 ,  363 ,  340 
"$10,000 to $14,999",,,  550 ,  559 ,  335 ,  280 ,  309 
"$15,000 to $19,999",,,  620 ,  550 ,  614 ,  622 ,  589 
"$20,000 to $24,999",,,  782 ,  467 ,  476 ,  481 ,  528 
"$25,000 to $29,999",,,  865 ,  539 ,  435 ,  454 ,  423 
"$30,000 to $34,999",,,  716 ,  562 ,  297 ,  354 ,  374 
"$35,000 to $39,999",,,  644 ,  410 ,  260 ,  264 ,  277 
"$40,000 to $44,999",,,  597 ,  613 ,  377 ,  291 ,  263 
"$45,000 to $49,999",,,  611 ,  452 ,  353 ,  362 ,  343 
"$50,000 to $59,999",,,  822 ,  964 ,"  1,042 ",  918 ,  754 
"$60,000 to $74,999",,,  727 ,"  1,132 ",  812 ,  848 ,"  1,054 "
"$75,000 to $99,999",,,  382 ,  984 ,"  1,338 ","  1,303 ","  1,334 "
"$100,000 to $124,999",,,  93 ,  525 ,  842 ,  918 ,  914 
"$125,000 to $149,999",,,  43 ,  214 ,  419 ,  485 ,  436 
"$150,000 to $199,999",,,  21 ,  77 ,  295 ,  327 ,  348 
"$200,000 or more",,,,  34 ,  133 ,  92 ,  154 
Median household income,"$67,139","$66,961","$62,231","$64,718","$57,844","$58,312","$60,222"
,,,,,,,
65. West Lawn,,,,,,,
Total,"  5,968 ","  8,989 ","  8,826 ","  8,955 ","  9,111 ","  8,931 ","  9,050 "
"Less than $10,000",,,  904 ,  619 ,  481 ,  458 ,  487 
"$10,000 to $14,999",,,  775 ,  501 ,  477 ,  431 ,  335 
"$15,000 to $19,999",,,  709 ,  353 ,  367 ,  433 ,  378 
"$20,000 to $24,999",,,  712 ,  532 ,  697 ,  487 ,  521 
"$25,000 to $29,999",,,  627 ,  588 ,  492 ,  588 ,  570 
"$30,000 to $34,999",,,  703 ,  581 ,  739 ,  615 ,  600 
"$35,000 to $39,999",,,  758 ,  598 ,  350 ,  479 ,  629 
"$40,000 to $44,999",,,  782 ,  503 ,  766 ,  785 ,  587 
"$45,000 to $49,999",,,  500 ,  472 ,  345 ,  359 ,  537 
"$50,000 to $59,999",,,  975 ,"  1,006 ",  941 ,  812 ,  748 
"$60,000 to $74,999",,,  793 ,  980 ,  954 ,  853 ,  833 
"$75,000 to $99,999",,,  403 ,"  1,133 ","  1,278 ","  1,389 ","  1,437 "
"$100,000 to $124,999",,,  130 ,  623 ,  665 ,  659 ,  716 
"$125,000 to $149,999",,,  48 ,  294 ,  231 ,  276 ,  368 
"$150,000 to $199,999",,,  7 ,  113 ,  257 ,  220 ,  257 
"$200,000 or more",,,,  59 ,  71 ,  87 ,  47 
Median household income,"$65,682","$67,451","$64,328","$66,827","$49,071","$48,301","$48,793"
,,,,,,,
66. Chicago Lawn,,,,,,,
Total,"  18,133 ","  17,600 ","  16,730 ","  17,112 ","  15,416 ","  15,586 ","  15,836 "
"Less than $10,000",,,"  2,899 ","  2,244 ","  1,979 ","  2,025 ","  2,340 "
"$10,000 to $14,999",,,"  1,697 ","  1,054 ","  1,047 ",  980 ,"  1,112 "
"$15,000 to $19,999",,,"  1,795 ","  1,133 ","  1,485 ","  1,570 ","  1,559 "
"$20,000 to $24,999",,,"  1,765 ","  1,241 ","  1,031 ","  1,027 ","  1,127 "
"$25,000 to $29,999",,,"  1,320 ","  1,285 ","  1,147 ","  1,214 ","  1,116 "
"$30,000 to $34,999",,,"  1,350 ","  1,344 ","  1,137 ","  1,227 ","  1,190 "
"$35,000 to $39,999",,,"  1,099 ","  1,163 ",  982 ,  976 ,"  1,034 "
"$40,000 to $44,999",,,  976 ,"  1,022 ",  729 ,  886 ,  906 
"$45,000 to $49,999",,,  796 ,  994 ,  797 ,  772 ,  602 
"$50,000 to $59,999",,,"  1,324 ","  1,574 ","  1,156 ","  1,222 ","  1,261 "
"$60,000 to $74,999",,,  906 ,"  1,720 ","  1,358 ","  1,140 ","  1,146 "
"$75,000 to $99,999",,,  568 ,"  1,452 ","  1,518 ","  1,428 ","  1,464 "
"$100,000 to $124,999",,,  163 ,  479 ,  708 ,  654 ,  492 
"$125,000 to $149,999",,,  43 ,  216 ,  150 ,  229 ,  286 
"$150,000 to $199,999",,,  29 ,  112 ,  145 ,  191 ,  159 
"$200,000 or more",,,,  79 ,  47 ,  45 ,  42 
Median household income,"$55,003","$52,018","$47,499","$51,144","$35,480","$34,405","$32,601"
,,,,,,,
67. West Englewood,,,,,,,
Total,"  17,455 ","  16,086 ","  13,668 ","  12,351 ","  10,364 ","  10,183 ","  10,036 "
"Less than $10,000",,,"  3,688 ","  2,590 ","  1,530 ","  1,573 ","  1,645 "
"$10,000 to $14,999",,,"  1,337 ","  1,153 ","  1,110 ","  1,093 ","  1,040 "
"$15,000 to $19,999",,,"  1,210 ","  1,097 ","  1,284 ","  1,196 ","  1,175 "
"$20,000 to $24,999",,,"  1,266 ","  1,054 ","  1,020 ","  1,013 ",  836 
"$25,000 to $29,999",,,  997 ,  753 ,  820 ,  754 ,  781 
"$30,000 to $34,999",,,"  1,048 ",  819 ,  600 ,  607 ,  564 
"$35,000 to $39,999",,,  892 ,  642 ,  684 ,  592 ,  621 
"$40,000 to $44,999",,,  764 ,  691 ,  486 ,  635 ,  543 
"$45,000 to $49,999",,,  638 ,  454 ,  382 ,  377 ,  320 
"$50,000 to $59,999",,,  863 ,"  1,051 ",  613 ,  600 ,  562 
"$60,000 to $74,999",,,  552 ,  773 ,  767 ,  690 ,  772 
"$75,000 to $99,999",,,  321 ,  875 ,  645 ,  550 ,  651 
"$100,000 to $124,999",,,  67 ,  222 ,  276 ,  293 ,  268 
"$125,000 to $149,999",,,  -   ,  89 ,  87 ,  111 ,  143 
"$150,000 to $199,999",,,  25 ,  28 ,  22 ,  43 ,  81 
"$200,000 or more",,,,  60 ,  38 ,  56 ,  34 
Median household income,"$49,189","$40,312","$40,777","$37,940","$27,097","$26,700","$26,858"
,,,,,,,
68. Englewood,,,,,,,
Total,"  23,464 ","  17,787 ","  14,857 ","  12,601 ","  9,803 ","  9,518 ","  9,361 "
"Less than $10,000",,,"  6,137 ","  4,094 ","  2,800 ","  2,713 ","  2,734 "
"$10,000 to $14,999",,,"  1,976 ","  1,242 ","  1,179 ","  1,169 ","  1,153 "
"$15,000 to $19,999",,,"  1,511 ","  1,167 ","  1,124 ","  1,052 ","  1,002 "
"$20,000 to $24,999",,,"  1,142 ","  1,051 ",  774 ,  805 ,  751 
"$25,000 to $29,999",,,  977 ,  973 ,  519 ,  487 ,  436 
"$30,000 to $34,999",,,  796 ,  701 ,  518 ,  545 ,  645 
"$35,000 to $39,999",,,  504 ,  622 ,  398 ,  323 ,  302 
"$40,000 to $44,999",,,  496 ,  422 ,  244 ,  295 ,  332 
"$45,000 to $49,999",,,  345 ,  497 ,  430 ,  350 ,  327 
"$50,000 to $59,999",,,  425 ,  575 ,  514 ,  558 ,  600 
"$60,000 to $74,999",,,  341 ,  547 ,  469 ,  539 ,  427 
"$75,000 to $99,999",,,  155 ,  347 ,  514 ,  359 ,  287 
"$100,000 to $124,999",,,  20 ,  174 ,  143 ,  148 ,  201 
"$125,000 to $149,999",,,  26 ,  67 ,  65 ,  75 ,  94 
"$150,000 to $199,999",,,  6 ,  43 ,  19 ,  55 ,  26 
"$200,000 or more",,,,  79 ,  93 ,  45 ,  44 
Median household income,"$37,333","$27,885","$24,422","$26,941","$19,494","$19,293","$18,744"
,,,,,,,
69. Greater Grand Crossing,,,,,,,
Total,"  17,673 ","  16,968 ","  14,445 ","  14,376 ","  12,605 ","  12,095 ","  12,032 "
"Less than $10,000",,,"  4,297 ","  3,178 ","  2,376 ","  2,458 ","  2,455 "
"$10,000 to $14,999",,,"  1,637 ","  1,231 ",  901 ,  957 ,"  1,122 "
"$15,000 to $19,999",,,"  1,698 ","  1,135 ","  1,174 ","  1,174 ","  1,186 "
"$20,000 to $24,999",,,"  1,093 ","  1,114 ","  1,129 ","  1,023 ","  1,090 "
"$25,000 to $29,999",,,"  1,114 ",  856 ,  849 ,  760 ,  757 
"$30,000 to $34,999",,,"  1,081 ","  1,026 ",  806 ,  692 ,  690 
"$35,000 to $39,999",,,  791 ,  693 ,  613 ,  543 ,  491 
"$40,000 to $44,999",,,  612 ,  569 ,  595 ,  479 ,  301 
"$45,000 to $49,999",,,  498 ,  643 ,  365 ,  437 ,  511 
"$50,000 to $59,999",,,  659 ,"  1,238 ","  1,145 ",  788 ,  822 
"$60,000 to $74,999",,,  581 ,"  1,091 ",  825 ,  957 ,  976 
"$75,000 to $99,999",,,  293 ,"  1,031 ",  879 ,  849 ,  778 
"$100,000 to $124,999",,,  79 ,  243 ,  465 ,  501 ,  394 
"$125,000 to $149,999",,,  12 ,  156 ,  156 ,  129 ,  156 
"$150,000 to $199,999",,,  -   ,  101 ,  163 ,  145 ,  120 
"$200,000 or more",,,,  71 ,  164 ,  203 ,  183 
Median household income,"$43,244","$36,247","$34,170","$39,678","$30,058","$28,128","$25,950"
,,,,,,,
70. Ashburn,,,,,,,
Total,"  12,657 ","  12,817 ","  12,742 ","  12,798 ","  12,780 ","  12,827 ","  12,722 "
"Less than $10,000",,,  844 ,  696 ,  523 ,  611 ,  555 
"$10,000 to $14,999",,,  827 ,  493 ,  469 ,  394 ,  347 
"$15,000 to $19,999",,,  763 ,  524 ,  521 ,  578 ,  501 
"$20,000 to $24,999",,,  915 ,  672 ,  607 ,  609 ,  581 
"$25,000 to $29,999",,,  760 ,  733 ,  706 ,  699 ,  611 
"$30,000 to $34,999",,,"  1,207 ",  575 ,  420 ,  513 ,  637 
"$35,000 to $39,999",,,"  1,234 ",  726 ,  612 ,  558 ,  476 
"$40,000 to $44,999",,,"  1,000 ",  729 ,  458 ,  359 ,  531 
"$45,000 to $49,999",,,  984 ,  590 ,  372 ,  423 ,  477 
"$50,000 to $59,999",,,"  1,559 ","  1,592 ",  836 ,  903 ,"  1,042 "
"$60,000 to $74,999",,,"  1,204 ","  2,134 ","  1,631 ","  1,578 ","  1,503 "
"$75,000 to $99,999",,,"  1,071 ","  1,833 ","  2,099 ","  2,135 ","  2,198 "
"$100,000 to $124,999",,,  274 ,  899 ,"  1,659 ","  1,598 ","  1,485 "
"$125,000 to $149,999",,,  65 ,  363 ,  885 ,  890 ,  829 
"$150,000 to $199,999",,,  35 ,  170 ,  787 ,  748 ,  748 
"$200,000 or more",,,,  69 ,  195 ,  231 ,  201 
Median household income,"$76,864","$77,870","$72,269","$76,230","$69,158","$67,497","$65,200"
,,,,,,,
71. Auburn Gresham,,,,,,,
Total,"  20,057 ","  19,260 ","  18,605 ","  18,214 ","  17,173 ","  17,315 ","  17,158 "
"Less than $10,000",,,"  3,415 ","  2,817 ","  2,646 ","  2,807 ","  2,803 "
"$10,000 to $14,999",,,"  1,461 ","  1,373 ","  1,530 ","  1,423 ","  1,438 "
"$15,000 to $19,999",,,"  1,875 ","  1,295 ","  1,362 ","  1,700 ","  1,554 "
"$20,000 to $24,999",,,"  1,705 ","  1,406 ","  1,623 ","  1,644 ","  1,608 "
"$25,000 to $29,999",,,"  1,497 ","  1,104 ","  1,284 ","  1,300 ","  1,176 "
"$30,000 to $34,999",,,"  1,722 ","  1,285 ",  786 ,  740 ,  843 
"$35,000 to $39,999",,,"  1,173 ","  1,044 ",  992 ,  939 ,  966 
"$40,000 to $44,999",,,"  1,105 ","  1,189 ",  835 ,  760 ,  777 
"$45,000 to $49,999",,,  940 ,  895 ,  758 ,  662 ,  619 
"$50,000 to $59,999",,,"  1,450 ","  1,605 ","  1,501 ","  1,418 ","  1,413 "
"$60,000 to $74,999",,,"  1,371 ","  1,566 ","  1,266 ","  1,260 ","  1,436 "
"$75,000 to $99,999",,,  593 ,"  1,418 ","  1,395 ","  1,412 ","  1,248 "
"$100,000 to $124,999",,,  188 ,  732 ,  494 ,  585 ,  496 
"$125,000 to $149,999",,,  50 ,  187 ,  322 ,  285 ,  378 
"$150,000 to $199,999",,,  60 ,  138 ,  263 ,  245 ,  287 
"$200,000 or more",,,,  160 ,  116 ,  135 ,  116 
Median household income,"$55,277","$56,579","$50,800","$48,664","$31,771","$29,523","$29,999"
,,,,,,,
72. Beverly,,,,,,,
Total,"  8,065 ","  7,602 ","  7,743 ","  8,038 ","  7,705 ","  7,796 ","  7,526 "
"Less than $10,000",,,  444 ,  316 ,  278 ,  245 ,  211 
"$10,000 to $14,999",,,  362 ,  207 ,  128 ,  79 ,  95 
"$15,000 to $19,999",,,  301 ,  205 ,  217 ,  216 ,  207 
"$20,000 to $24,999",,,  402 ,  303 ,  207 ,  177 ,  191 
"$25,000 to $29,999",,,  375 ,  294 ,  181 ,  198 ,  147 
"$30,000 to $34,999",,,  542 ,  335 ,  194 ,  200 ,  215 
"$35,000 to $39,999",,,  486 ,  338 ,  167 ,  218 ,  302 
